0,[temporal]
1,"temporal

###"
2,"temporal

###"
3,"temporal
###"
4,"temporal

###"
5,"temporal

###"
6,"temporal

###"
7,"temporal
###"
8,[temporal]
9,"temporal

###"
10,"temporal

###"
11,[conting
12,"temporal

###"
13,"temporal
###"
14,[temporal]
15,"temporal

###"
16,"temporal

###"
17,"temporal

###"
18,"temporal

###"
19,"temporal
###"
20,[comparison]
21,"temporal

###"
22,"temporal

###"
23,"temporal

###"
24,"temporal
###"
25,[conting
26,"temporal

###"
27,"temporal

###"
28,"temporal

###"
29,"temporal

###"
30,"temporal

###"
31,"temporal

###"
32,"temporal
###"
33,"temporal

###"
34,"temporal
###"
35,"temporal
###"
36,"temporal

###"
37,"temporal

###"
38,"temporal
###"
39,"temporal

###"
40,"temporal

###"
41,"temporal

###"
42,[conting
43,"temporal

###"
44,[temporal]
45,"temporal

###"
46,"temporal
###"
47,"temporal
###"
48,"comparison

###"
49,"temporal

###"
50,"temporal

###"
51,"temporal

###"
52,"temporal

###"
53,"temporal

###"
54,[comparison]
55,"temporal

###"
56,"temporal

###"
57,"temporal

###"
58,"temporal

###"
59,"temporal
###"
60,[conting
61,"temporal

###"
62,"temporal

###"
63,"temporal
###"
64,"temporal

###"
65,"temporal

###"
66,"temporal

###"
67,[temporal]
68,"temporal
###"
69,[conting
70,[conting
71,"temporal
###"
72,"temporal

###"
73,"temporal

###"
74,"temporal

###"
75,"temporal
###"
76,"temporal

###"
77,"temporal
###"
78,"temporal

###"
79,"temporal

###"
80,"temporal

###"
81,"temporal

###"
82,[conting
83,"temporal

###"
84,"temporal

###"
85,"temporal
###"
86,"temporal

###"
87,"temporal

###"
88,"temporal

###"
89,[temporal]
90,[conting
91,"temporal
###"
92,"temporal

###"
93,"temporal

###"
94,"temporal
###"
95,[comparison]
96,"temporal

###"
97,"temporal

###"
98,"temporal

###"
99,"temporal

###"
100,"temporal
###"
101,"temporal

###"
102,[expansion]
103,"temporal

###"
104,"temporal

###"
105,"temporal

###"
106,"temporal
###"
107,"temporal
###"
108,"temporal

###"
109,"temporal

###"
110,"temporal

###"
111,"temporal

###"
112,"temporal

###"
113,"temporal

###"
114,"temporal

###"
115,[temporal]
116,"temporal

###"
117,"temporal

###"
118,"temporal

###"
119,"temporal

###"
120,[conting
121,"temporal

###"
122,[temporal]
123,"temporal

###"
124,"temporal

###"
125,[temporal]
126,"temporal

###"
127,"temporal
###"
128,"temporal
###"
129,[temporal]
130,[conting
131,"temporal

###"
132,[temporal]
133,"temporal

###"
134,"temporal
###"
135,"temporal
###"
136,"temporal

###"
137,"temporal

###"
138,"temporal

###"
139,"temporal

###"
140,"temporal

###"
141,"temporal
```"
142,"temporal

###"
143,[conting
144,[conting
145,"temporal

###"
146,"temporal
###"
147,"temporal

###"
148,"temporal

###"
149,[temporal]
150,[temporal]
151,"temporal

###"
152,"temporal

###"
153,"temporal

###"
154,"temporal
###"
155,"temporal
###"
156,"temporal

###"
157,"temporal

###"
158,"temporal

###"
159,"temporal

###"
160,"temporal

###"
161,"temporal

###"
162,"temporal
###"
163,"temporal

###"
164,"temporal

###"
165,[comparison]
166,"temporal
###"
167,"temporal

###"
168,"temporal
###"
169,"temporal

###"
170,"temporal

###"
171,"temporal

###"
172,"temporal
###"
173,[temporal]
174,[temporal]
175,[temporal]
176,[comparison]
177,"temporal

###"
178,"temporal
###"
179,"temporal
###"
180,"temporal
###"
181,"temporal

###"
182,"temporal

###"
183,[conting
184,"temporal

###"
185,"temporal

###"
186,"temporal

###"
187,[temporal]
188,"temporal

###"
189,"temporal

###"
190,"temporal

###"
191,"temporal

###"
192,"temporal

###"
193,[temporal]
194,"temporal

###"
195,[conting
196,"temporal
###"
197,"temporal

###"
198,"temporal

###"
199,"temporal

###"
200,"temporal
###"
201,"temporal

###"
202,"temporal

###"
203,"temporal

###"
204,[conting
205,"temporal
###"
206,"temporal

###"
207,"temporal
###"
208,"temporal

###"
209,"temporal

###"
210,"temporal

###"
211,"temporal
###"
212,"temporal

###"
213,"temporal
###"
214,"temporal

###"
215,"temporal

###"
216,"temporal
###"
217,"temporal
###"
218,"temporal
###"
219,[temporal]
220,"temporal

###"
221,[conting
222,"temporal

###"
223,"temporal

###"
224,"temporal

###"
225,[conting
226,[comparison]
227,"temporal

###"
228,"temporal
###"
229,"temporal

###"
230,"temporal

###"
231,"temporal

###"
232,"temporal
###"
233,"temporal

###"
234,"temporal

###"
235,"temporal

###"
236,"temporal

###"
237,[conting
238,"temporal
###"
239,[conting
240,"temporal
###"
241,"temporal

###"
242,"temporal

###"
243,"temporal

###"
244,"temporal

###"
245,"temporal

###"
246,"temporal
###"
247,[conting
248,"temporal

###"
249,"temporal

###"
250,"temporal

###"
251,"temporal
###"
252,[conting
253,"temporal
###"
254,"temporal

###"
255,"temporal
###"
256,[conting
257,"temporal

###"
258,"temporal

###"
259,"temporal

###"
260,"temporal

###"
261,"temporal
###"
262,"temporal

###"
263,"temporal

###"
264,"temporal
###"
265,"temporal
###"
266,[conting
267,"temporal

###"
268,"temporal

###"
269,"temporal

###"
270,"temporal

###"
271,"temporal

###"
272,"temporal

###"
273,"temporal

###"
274,"temporal

###"
275,"temporal

###"
276,"temporal
###"
277,"temporal
###"
278,[conting
279,"temporal
###"
280,"temporal

###"
281,[temporal]
282,"temporal

###"
283,[temporal]
284,"temporal

###"
285,[conting
286,[temporal]
287,"temporal

###"
288,"temporal

###"
289,"temporal
###"
290,"temporal

###"
291,"temporal
###"
292,"temporal

###"
293,"temporal

###"
294,"temporal

###"
295,"temporal

###"
296,"temporal

###"
297,"temporal

###"
298,"temporal

###"
299,[conting
300,"temporal

###"
301,[temporal]
302,"temporal

###"
303,[temporal]
304,"temporal
###"
305,"temporal

###"
306,[conting
307,"temporal

###"
308,[temporal]
309,"temporal

###"
310,[temporal]
311,[conting
312,"temporal
###"
313,"temporal

###"
314,"temporal
###"
315,[conting
316,"temporal
###"
317,"temporal

###"
318,"temporal

###"
319,[conting
320,[comparison]
321,"temporal
###"
322,"temporal
###"
323,"temporal

###"
324,"temporal

###"
325,[conting
326,[conting
327,"temporal
###"
328,"temporal

###"
329,"temporal

###"
330,"temporal

###"
331,"temporal

###"
332,"temporal

###"
333,"temporal

###"
334,"temporal

###"
335,"temporal

###"
336,"temporal

###"
337,"temporal

###"
338,"temporal

###"
339,"temporal

###"
340,[temporal]
341,"temporal

###"
342,"temporal

###"
343,"temporal

###"
344,[conting
345,[comparison]
346,"temporal

###"
347,"temporal

###"
348,"temporal

###"
349,"temporal
###"
350,"temporal

###"
351,"temporal

###"
352,"temporal

###"
353,"temporal

###"
354,[temporal]
355,"temporal

###"
356,"temporal

###"
357,"temporal

###"
358,"temporal

###"
359,"temporal

###"
360,"temporal

###"
361,"temporal

###"
362,"temporal
###"
363,"temporal
###"
364,"temporal

###"
365,"temporal

###"
366,"temporal
###"
367,"temporal
###"
368,[conting
369,"temporal

###"
370,"temporal

###"
371,[conting
372,"temporal

###"
373,"temporal
###"
374,"temporal

###"
375,"temporal

###"
376,"temporal

###"
377,"temporal

###"
378,"temporal

###"
379,[temporal]
380,"temporal

###"
381,"temporal

###"
382,"temporal
###"
383,[temporal]
384,"temporal

###"
385,"temporal

###"
386,"temporal

###"
387,"temporal

###"
388,[comparison]
389,"temporal

###"
390,"temporal

###"
391,"temporal
###"
392,"temporal

###"
393,"temporal

###"
394,"temporal

###"
395,[temporal]
396,"temporal
###"
397,[conting
398,"temporal

###"
399,"temporal

###"
400,"temporal

###"
401,"temporal

###"
402,[temporal]
403,"temporal

###"
404,"temporal
###"
405,"temporal

###"
406,"temporal

###"
407,"temporal

###"
408,"temporal
###"
409,"temporal
###"
410,"temporal

###"
411,"temporal

###"
412,[comparison]
413,"temporal

###"
414,"temporal
###"
415,"temporal

###"
416,"temporal

###"
417,"temporal
###"
418,"temporal
###"
419,[temporal]
420,"temporal

###"
421,"temporal
###"
422,[conting
423,"temporal

###"
424,"temporal

###"
425,"temporal
###"
426,"temporal

###"
427,[conting
428,"temporal

###"
429,"temporal

###"
430,[conting
431,"temporal

###"
432,"temporal
###"
433,"temporal

###"
434,[temporal]
435,[conting
436,"temporal

###"
437,[temporal]
438,"temporal

###"
439,"temporal

###"
440,"temporal
###"
441,"temporal

###"
442,[conting
443,"temporal

###"
444,"temporal

###"
445,"temporal

###"
446,"temporal
###"
447,"temporal

###"
448,"temporal

###"
449,"temporal

###"
450,"temporal

###"
451,"temporal

###"
452,"temporal

###"
453,[conting
454,"temporal
###"
455,"temporal

###"
456,"temporal
###"
457,"temporal

###"
458,[conting
459,"temporal

###"
460,"temporal

###"
461,"temporal

###"
462,"temporal

###"
463,"temporal
###"
464,[conting
465,"temporal

###"
466,"temporal
###"
467,"temporal

###"
468,"temporal
###"
469,"temporal

###"
470,[temporal]
471,[conting
472,"temporal

###"
473,"temporal
###"
474,"temporal
###"
475,[comparison]
476,"temporal

###"
477,"temporal

###"
478,"temporal

###"
479,[conting
480,"temporal

###"
481,"temporal

###"
482,[temporal]
483,[conting
484,"temporal

###"
485,[temporal]
486,"temporal

###"
487,[temporal]
488,"temporal

###"
489,[temporal]
490,"temporal
###"
491,"temporal

###"
492,"temporal

###"
493,"temporal
###"
494,"temporal

###"
495,"temporal
###"
496,"temporal

###"
497,"temporal

###"
498,"temporal

###"
499,"temporal

###"
500,[conting
501,[conting
502,"temporal

###"
503,"temporal

###"
504,"temporal

###"
505,"temporal

###"
506,[temporal]
507,"temporal
###"
508,[conting
509,[conting
510,"temporal

###"
511,"temporal

###"
512,"temporal
###"
513,"temporal

###"
514,"temporal

###"
515,"temporal

###"
516,"temporal

###"
517,[conting
518,"temporal

###"
519,"temporal

###"
520,[conting
521,"temporal

###"
522,[conting
523,"temporal

###"
524,"temporal
###"
525,[temporal]
526,"temporal

###"
527,"temporal
###"
528,"temporal

###"
529,"temporal

###"
530,"temporal
###"
531,"temporal

###"
532,"temporal

###"
533,"temporal

###"
534,"temporal
###"
535,[conting
536,"temporal

###"
537,"temporal

###"
538,"temporal

###"
539,"temporal

###"
540,"temporal
###"
541,"temporal

###"
542,"temporal

###"
543,[temporal]
544,[temporal]
545,[conting
546,[conting
547,"temporal
###"
548,"temporal

###"
549,"temporal

###"
550,"temporal

###"
551,"temporal
###"
552,[conting
553,"temporal

###"
554,"temporal
###"
555,[comparison]
556,"temporal
###"
557,[temporal]
558,"temporal

###"
559,"temporal

###"
560,"temporal
###"
561,"temporal

###"
562,"temporal

###"
563,"temporal

###"
564,[conting
565,"temporal
###"
566,"temporal

###"
567,"temporal

###"
568,"temporal
###"
569,"temporal
###"
570,"temporal

###"
571,"temporal

###"
572,[temporal]
573,"temporal

###"
574,"temporal

###"
575,"temporal

###"
576,"temporal

###"
577,"temporal

###"
578,"temporal
###"
579,"temporal

###"
580,"temporal

###"
581,"temporal

###"
582,"temporal
###"
583,[comparison]
584,"temporal
###"
585,[comparison]
586,"temporal

###"
587,"temporal
###"
588,[conting
589,"temporal
###"
590,"temporal

###"
591,[temporal]
592,"temporal

###"
593,"temporal

###"
594,[comparison]
595,[comparison]
596,"temporal

###"
597,[temporal]
598,"temporal

###"
599,"temporal
###"
600,"temporal
###"
601,[temporal]
602,"temporal

###"
603,"temporal

###"
604,[comparison]
605,"temporal

###"
606,"temporal

###"
607,"temporal

###"
608,[temporal]
609,[temporal]
610,"temporal
###"
611,[temporal]
612,[temporal]
613,[conting
614,"temporal

###"
615,"temporal
###"
616,"temporal

###"
617,"temporal

###"
618,"temporal

###"
619,"temporal

###"
620,"temporal

###"
621,"temporal

###"
622,"temporal

###"
623,[temporal]
624,[conting
625,[conting
626,"temporal

###"
627,"temporal

###"
628,"temporal

###"
629,"temporal
###"
630,"temporal
###"
631,"temporal

###"
632,[conting
633,"temporal
###"
634,[temporal]
635,"temporal

###"
636,"temporal

###"
637,[conting
638,"temporal

###"
639,[temporal]
640,"temporal

###"
641,[temporal]
642,"temporal
###"
643,"temporal

###"
644,"temporal

###"
645,"temporal

###"
646,"temporal
###"
647,"temporal

###"
648,"temporal

###"
649,"temporal

###"
650,"temporal

###"
651,[temporal]
652,"temporal
###"
653,[conting
654,[conting
655,"temporal

###"
656,"temporal

###"
657,"temporal

###"
658,"temporal
###"
659,"temporal
###"
660,"temporal
###"
661,[temporal]
662,"temporal

###"
663,[conting
664,"temporal
###"
665,[comparison]
666,"temporal

###"
667,"temporal
###"
668,"temporal
###"
669,[temporal]
670,"temporal

###"
671,[temporal]
672,"temporal

###"
673,[conting
674,[temporal]
675,"temporal
###"
676,"temporal

###"
677,"temporal

###"
678,"temporal

###"
679,"temporal

###"
680,"temporal

###"
681,"temporal
###"
682,"temporal

###"
683,"temporal

###"
684,"temporal

###"
685,"temporal

###"
686,"temporal

###"
687,"temporal

###"
688,[temporal]
689,"temporal

###"
690,"temporal
###"
691,"temporal

###"
692,"temporal

###"
693,"temporal

###"
694,"temporal

###"
695,"temporal

###"
696,"temporal

###"
697,"temporal

###"
698,"temporal

###"
699,"temporal

###"
700,"temporal

###"
701,"temporal

###"
702,"temporal

###"
703,"temporal

###"
704,"temporal
###"
705,[conting
706,[temporal]
707,[temporal]
708,"temporal

###"
709,"temporal
###"
710,"temporal
###"
711,"temporal
###"
712,"temporal
###"
713,[temporal]
714,"temporal
###"
715,[temporal]
716,"temporal
###"
717,"temporal

###"
718,"temporal

###"
719,[temporal]
720,"temporal

###"
721,"temporal

###"
722,[temporal]
723,"temporal
###"
724,"temporal

###"
725,"temporal

###"
726,[conting
727,"temporal

###"
728,"temporal

###"
729,[conting
730,"temporal

###"
731,"temporal

###"
732,"temporal

###"
733,"temporal
###"
734,"temporal

###"
735,"temporal

###"
736,"temporal
###"
737,"temporal

###"
738,"temporal

###"
739,"temporal

###"
740,"temporal

###"
741,"temporal

###"
742,[conting
743,[conting
744,"temporal

###"
745,"temporal

###"
746,"temporal

###"
747,"temporal
###"
748,[temporal]
749,"temporal

###"
750,[conting
751,"temporal

###"
752,"temporal

###"
753,"temporal

###"
754,"temporal

###"
755,"temporal
###"
756,"temporal

###"
757,"temporal

###"
758,[conting
759,[conting
760,"temporal

###"
761,"temporal

###"
762,"temporal
###"
763,"temporal
###"
764,"temporal

###"
765,[conting
766,[conting
767,[comparison]
768,[comparison]
769,"temporal

###"
770,"temporal

###"
771,"temporal

###"
772,"temporal

###"
773,"temporal

###"
774,"temporal

###"
775,"temporal

###"
776,[conting
777,"temporal
###"
778,"temporal

###"
779,"temporal

###"
780,"temporal

###"
781,"temporal

###"
782,"temporal

###"
783,"temporal

###"
784,"temporal

###"
785,"temporal
###"
786,"temporal
###"
787,"temporal

###"
788,[conting
789,"temporal
###"
790,"temporal
###"
791,[comparison]
792,"temporal

###"
793,"temporal

###"
794,"temporal
###"
795,"temporal

###"
796,"temporal
###"
797,"temporal

###"
798,"temporal

###"
799,"temporal

###"
800,"temporal
###"
801,[temporal]
802,"temporal

###"
803,"temporal

###"
804,[conting
805,"temporal
###"
806,"temporal

###"
807,[temporal]
808,[conting
809,"temporal
###"
810,"temporal
###"
811,"temporal
###"
812,"temporal

###"
813,[temporal]
814,"temporal
###"
815,"temporal
###"
816,"temporal

###"
817,"temporal
###"
818,"temporal
###"
819,"temporal

###"
820,"temporal

###"
821,"temporal

###"
822,"temporal
###"
823,"temporal

###"
824,"temporal
###"
825,"temporal

###"
826,"temporal

###"
827,"temporal

###"
828,"temporal
###"
829,"temporal
###"
830,"temporal
###"
831,"temporal
###"
832,[temporal]
833,"temporal

###"
834,"temporal
###"
835,"temporal

###"
836,"temporal

###"
837,"temporal

###"
838,[conting
839,"temporal

###"
840,"temporal
###"
841,"temporal

###"
842,"temporal

###"
843,"temporal

###"
844,"temporal
###"
845,"temporal

###"
846,"temporal

###"
847,"temporal

###"
848,[conting
849,"temporal

###"
850,[comparison]
851,"temporal
###"
852,"temporal
###"
853,"temporal

###"
854,"temporal
###"
855,"temporal
###"
856,"temporal
###"
857,"temporal
###"
858,"temporal

###"
859,[conting
860,"temporal
###"
861,"temporal

###"
862,[conting
863,"temporal

###"
864,[conting
865,"temporal

###"
866,"temporal

###"
867,"temporal

###"
868,"temporal

###"
869,"temporal

###"
870,"temporal

###"
871,"temporal

###"
872,"temporal

###"
873,"temporal
###"
874,"temporal

###"
875,"temporal

###"
876,"temporal

###"
877,"temporal

###"
878,[temporal]
879,"temporal

###"
880,"temporal

###"
881,[temporal]
882,"temporal

###"
883,"temporal

###"
884,[comparison]
885,"temporal

###"
886,"temporal
###"
887,[conting
888,"temporal

###"
889,"temporal

###"
890,"temporal

###"
891,"temporal

###"
892,"temporal

###"
893,"temporal

###"
894,"temporal

###"
895,"temporal

###"
896,"temporal

###"
897,"temporal

###"
898,"temporal
###"
899,"temporal

###"
900,"temporal

###"
901,"temporal
###"
902,[conting
903,[comparison]
904,[conting
905,"temporal

###"
906,"temporal

###"
907,"temporal

###"
908,"temporal

###"
909,"temporal

###"
910,[conting
911,[conting
912,"temporal

###"
913,[temporal]
914,"temporal

###"
915,"temporal

###"
916,"temporal

###"
917,"temporal

###"
918,"temporal
###"
919,"temporal

###"
920,[temporal]
921,"temporal

###"
922,"temporal

###"
923,"temporal

###"
924,"temporal

###"
925,"temporal
###"
926,[conting
927,"temporal
###"
928,"temporal
###"
929,[conting
930,"temporal
###"
931,"temporal

###"
932,"temporal
###"
933,"temporal

###"
934,[conting
935,[temporal]
936,"temporal

###"
937,[conting
938,[comparison]
939,"temporal

###"
940,[temporal]
941,"temporal

###"
942,[temporal]
943,"temporal

###"
944,"temporal

###"
945,"temporal
###"
946,"temporal
###"
947,"temporal

###"
948,"temporal

###"
949,"temporal
###"
950,"temporal

###"
951,"temporal

###"
952,"temporal

###"
953,"temporal

###"
954,[temporal]
955,"temporal
###"
956,"temporal
###"
957,"temporal

###"
958,[temporal]
959,"temporal

###"
960,"temporal
###"
961,"temporal
###"
962,"temporal

###"
963,[conting
964,"temporal
###"
965,"temporal

###"
966,"temporal

###"
967,"temporal

###"
968,[temporal]
969,"temporal

###"
970,"temporal

###"
971,"temporal
###"
972,"temporal

###"
973,"temporal
###"
974,[temporal]
975,"temporal

###"
976,"temporal

###"
977,"temporal
###"
978,"temporal

###"
979,"temporal

###"
980,"temporal

###"
981,"temporal

###"
982,"temporal

###"
983,"temporal

###"
984,"temporal
###"
985,"temporal
###"
986,"temporal

###"
987,"temporal

###"
988,[temporal]
989,"temporal
###"
990,"temporal
###"
991,"temporal

###"
992,"temporal

###"
993,"temporal

###"
994,"temporal
###"
995,[conting
996,[temporal]
997,"temporal

###"
998,"temporal

###"
999,"temporal

###"
1000,"temporal

###"
1001,"temporal

###"
1002,"temporal

###"
1003,"temporal

###"
1004,"temporal

###"
1005,"temporal

###"
1006,"temporal

###"
1007,"temporal

###"
1008,"temporal

###"
1009,"temporal

###"
1010,"temporal
###"
1011,"temporal
###"
1012,[temporal]
1013,"temporal

###"
1014,"temporal

###"
1015,"temporal
###"
1016,[conting
1017,"temporal

###"
1018,"temporal

###"
1019,"temporal

###"
1020,"temporal

###"
1021,"temporal

###"
1022,"temporal
###"
1023,"temporal

###"
1024,"temporal

###"
1025,"temporal

###"
1026,"temporal

###"
1027,"temporal

###"
1028,"temporal
###"
1029,"temporal

###"
1030,"temporal

###"
1031,[comparison]
1032,[temporal]
1033,[conting
1034,"temporal

###"
1035,[conting
1036,"temporal

###"
1037,"temporal
###"
1038,"temporal

###"
1039,"temporal

###"
1040,"temporal

###"
1041,"temporal
###"
1042,"temporal

###"
1043,"temporal

###"
1044,"temporal
###"
1045,"temporal
###"
