0,<result>contrast</result
1,"[contingency]

### input"
2,"contingency

### input:"
3,<containgency>for a
4,"contingency

### explanation"
5,"[temporal, comparison, conting"
6,"contingency

### input:"
7,"comparison

### input:
<"
8,<relation>contrast</relation
9,<contingency>the abc execut
10,"contingency

### input:"
11,<t>temporal</t>
12,<contingency>monday</cont
13,<temporal>callers can call a
14,"[temporal]

### input"
15,"[comparison]

### input:"
16,<relation>contingency</relation
17,<contingency>if the response is a
18,<label>expansion</label>
19,"[temporal]

### ex"
20,"1. temporal
2. conting"
21,<label>contingency</label>
22,<label>contingency</label>
23,<prediction>contingency</prediction
24,"temporal

### explanation"
25,<relation>contingency</relation
26,"temporal

### instruction:"
27,"conditional

### input:
<"
28,<relation>temporal</relation
29,"expansion

### input:
<"
30,"[temporal, contingency]"
31,<label>temporal</label>
32,"1. [comparison]

###"
33,"contingency

### reference:"
34,the relation between arg1 and arg2 is [
35,"relation: expansion, [temporal"
36,"comparison

### input:
<"
37,"contingency

### explanation"
38,"[temporal, comparison, conting"
39,"contingency

### input:"
40,"```
temporal
```"
41,<predictedlabel>comparison</predicted
42,<condition>temporal</con
43,"temporal

### input:"
44,<relation>contingency</re
45,"comparison

### input:
<"
46,<label>contingency</label>
47,<relation>conjunction</relation
48,<relation>temporal</relation
49,"contingency

### explanation"
50,<relation>temporal</relation
51,"[temporal]

### input"
52,"<contingency>

### ex"
53,"contingency

### explanation"
54,"[contingency]

### input"
55,<label>contingency</label>
56,"temporal

### input:"
57,"[temporal]

### input"
58,<contingency>the chords modulate
59,"contingency

### input:"
60,<temporal>contrasts predictably
61,"<contingency>

### input"
62,<prediction>contingency</prediction
63,<relation>comparison</relation>
64,<relation>comparison</rel
65,<contingency>it is clear
66,"contingency

### explanation"
67,"comparison

### input:
<"
68,"expansion

### explanation:"
69,<contingency>sales for the latest
70,<relation>comparison</relation>
71,the relation is comparison
72,"expansion

### explanation:"
73,"contingency

### input:"
74,<label>contingency</label>
75,[contingency]
76,"contingency

### input:"
77,"the relation is : temporal

##"
78,<relation>concession</re
79,<response>(1) <expansion>what
80,<relation>temporal</relation
81,"temporal

### input:"
82,"comparison

### input:
<"
83,"temporal

### explanation"
84,<label>contingency</label>
85,<response>temporal</
86,"<contingency>

### output"
87,<comparison>the ad campaign is meant to
88,<rel>contingency</rel
89,"contingency

### input:"
90,"[contingency]

### input"
91,"contingency

### explanation"
92,"[temporal]

### input"
93,<comment>contingency</co
94,<label>contingency</label>
95,<contingency>the senate bill would force
96,"1. contingency

### exp"
97,[<b>contingency</b>
98,<label>contingency</label>
99,<label>contingency</label
100,"comparison

### input:
<"
101,"comparison

### input:
<"
102,<contingency>
103,"contingency

### explanation"
104,"temporal

### input:"
105,":contingency

### input:"
106,<contingency>blocked by patent
107,<prediction>contingency</pre
108,<relation>contingency</relation
109,"comparison

### explanation:"
110,<contingency>the device has been successful
111,"[temporal]

### input"
112,"contingency

### explanation"
113,"contingency

### explanation"
114,<tmp>comparison</tmp>
115,<context>comparison</context>
116,<condition>comparison</cond
117,"contingency

### instruction:"
118,<contingency>macarthur's
119,<condition>the condition is
120,"[contingency]

### input"
121,"comparison

### input:
<"
122,<ans>temporal</ans
123,"contingency

### input:"
124,"temporal

### explanation"
125,<response>contingency</
126,"```
[contingency]
```"
127,<relation>comparison</relation>
128,<relation>contingency</relation
129,<label>contingency</label>
130,"comparison

### explanation:"
131,"contingency

### explanation"
132,<contingency>
133,<arg1>comparison</arg
134,<comparison>he bought $4 billion in
135,"temporal

### explanation"
136,the relation between the two arguments is temporal
137,<t>temporal</t>
138,<response>comparison</response>
139,<context>president barrah</con
140,<task>comparison</tas
141,"[expansion]

### input:"
142,"[comparison]

### input:"
143,<container><relation>
144,"[temporal, comparison, conting"
145,<arg1>centrust'
146,"1. temporal
2. comparison"
147,<relation>comparison</relation>
148,"contingency

### input:"
149,<result>contingency</result
150,"temporal

### input:"
151,"expansion

### instruction:"
152,<context>temporal</context
153,contingency
